OGS2	OGS1	Apyrene	Eupyrene	AE	Uniprot_Function	X	Manduca_Sperm	Dmel_Spermo	Function	Manduca_homolog	Dmel_homologs
DPOGS213874	DPOGS104918	FALSE	TRUE	TRUE	Uncharacterized protein	1	Msex2.04242	NA	hypothetical protein KGM_04918	NA	NA
DPOGS213880	DPOGS104916	FALSE	TRUE	TRUE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_04915	Msex2.04241	NA
DPOGS213882	NA	TRUE	TRUE	TRUE	NA	NA	NA	NA	hypothetical protein KGM_02170	NA	NA
DPOGS213883	NA	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	Msex2.13460	NA
DPOGS213971	DPOGS118324	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA
DPOGS214088	DPOGS118825	TRUE	TRUE	TRUE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_18825	Msex2.02039	FBgn0028950
DPOGS214092	DPOGS120723	TRUE	TRUE	TRUE	Uncharacterized protein	1	Msex2.02032	NA	hypothetical protein KGM_20723	NA	NA
DPOGS214096	DPOGS112314	FALSE	FALSE	TRUE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_12314	Msex2.02026	FBgn0031854
DPOGS214107	DPOGS102460	TRUE	TRUE	TRUE	Prohibitin protein WPH	1	Msex2.02019	FBgn0002031	prohibitin protein wph	NA	NA
DPOGS214112	DPOGS102473	FALSE	FALSE	TRUE	Putative ATPase type 13A	NA	NA	FBgn0027582	atpase type 13a	Msex2.02009	NA
DPOGS214113	DPOGS103116	FALSE	TRUE	TRUE	Uncharacterized protein	1	Msex2.02004	NA	hypothetical protein KGM_03116	NA	NA
DPOGS214115	DPOGS103119	TRUE	TRUE	TRUE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_03119	Msex2.02002	FBgn0031944
DPOGS214132	DPOGS113080	FALSE	TRUE	TRUE	Putative polyamine oxidase	NA	NA	NA	dipeptidyl-peptidase	Msex2.10463	FBgn0031741
DPOGS214218	DPOGS102047	TRUE	TRUE	TRUE	Uncharacterized protein	1	Msex2.03175	NA	hypothetical protein KGM_02047	NA	FBgn0031566
DPOGS214224	DPOGS102053	TRUE	TRUE	TRUE	Uncharacterized protein	NA	NA	NA	PREDICTED: uncharacterized protein LOC101737071	NA	NA
DPOGS214263	DPOGS103447	FALSE	TRUE	FALSE	Putative defense protein Hdd11	NA	NA	NA	defense protein hdd11	Msex2.10479	FBgn0034067
DPOGS214322	DPOGS116832	TRUE	FALSE	FALSE	Putative DnaJ-like protein	1	Msex2.07621	FBgn0015477	dnaj homolog subfamily c member 13-like	NA	NA
DPOGS214361	DPOGS118754	FALSE	FALSE	TRUE	NADH dehydrogenase	NA	NA	NA	nadh dehydrogenase	Msex2.07624	FBgn0031228
DPOGS214371	DPOGS107933	TRUE	FALSE	TRUE	Transitional endoplasmic reticulum ATPase TER94	1	Msex2.07610	NA	transitional endoplasmic reticulum atpase ter94	NA	FBgn0261014
DPOGS214382	DPOGS107872	TRUE	TRUE	TRUE	Putative NADH:ubiquinone dehydrogenase	1	Msex2.09977	NA	nadh:ubiquinone dehydrogenase	NA	FBgn0031021
DPOGS214399	DPOGS112655	FALSE	TRUE	TRUE	Uncharacterized protein	1	Msex2.07751	FBgn0039802	hypothetical protein KGM_12655	NA	NA
DPOGS214411	DPOGS108559	FALSE	TRUE	TRUE	Uncharacterized protein	1	Msex2.07758	NA	hypothetical protein KGM_08559	NA	NA
DPOGS214431	DPOGS110082	FALSE	TRUE	FALSE	Uncharacterized protein	1	Msex2.08148	NA	hypothetical protein KGM_10082	NA	NA
DPOGS214433	DPOGS121679	FALSE	TRUE	TRUE	Putative leucine rich repeat containing 34	NA	NA	NA	leucine rich repeat containing 34	Msex2.07744	FBgn0003346
DPOGS214474	DPOGS116752	FALSE	TRUE	TRUE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_16752	Msex2.04856	FBgn0005561
DPOGS214479	DPOGS118350	TRUE	TRUE	TRUE	Uncharacterized protein	NA	NA	NA	GL12416	NA	FBgn0003884
DPOGS214555	DPOGS101901	FALSE	FALSE	TRUE	Metalloprotease	1	Msex2.02121	NA	metalloprotease	NA	FBgn0033005
DPOGS214591	DPOGS118340	TRUE	FALSE	FALSE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_18340	Msex2.09912	FBgn0039522
DPOGS214608	DPOGS113356	FALSE	FALSE	TRUE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_13356	NA	NA
DPOGS214617	DPOGS107961	FALSE	TRUE	TRUE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_07961	Msex2.12764	NA
DPOGS214623	DPOGS107970	FALSE	TRUE	TRUE	Uncharacterized protein	1	Msex2.12353	NA	hypothetical protein KGM_07970	NA	NA
DPOGS214631	DPOGS109822	TRUE	TRUE	TRUE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_09822	NA	NA
DPOGS214632	DPOGS109823	TRUE	TRUE	TRUE	Dynein heavy chain	1	Msex2.11008	FBgn0013812	dynein heavy chain	NA	NA
DPOGS214656	DPOGS103831	FALSE	TRUE	TRUE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_01202	NA	NA
DPOGS214667	DPOGS122329	TRUE	TRUE	TRUE	Uncharacterized protein	1	Msex2.05235	FBgn0034566	hypothetical protein KGM_22329	NA	NA
DPOGS214674	DPOGS118791	TRUE	TRUE	TRUE	Uncharacterized protein	1	Msex2.08753	NA	hypothetical protein KGM_18791	NA	FBgn0033243
DPOGS214691	DPOGS107907	FALSE	FALSE	TRUE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_07907	Msex2.03003	FBgn0032223
DPOGS214710	DPOGS122652	FALSE	TRUE	TRUE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_22652	Msex2.01242	NA
DPOGS214731	DPOGS104591	TRUE	TRUE	TRUE	NADH-ubiquinone oxidoreductase 20 kDa subunit	0.333	Msex2.01218	NA	nadh-ubiquinone oxidoreductase 20 kda subunit precursor	NA	FBgn0030718
DPOGS214736	DPOGS104474	FALSE	TRUE	FALSE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_04474	Msex2.01228	NA
DPOGS214781	DPOGS107919	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA
DPOGS214840	DPOGS108290	TRUE	TRUE	TRUE	NA	1	Msex2.01713	FBgn0029667	growth arrest-specific protein 8-like	NA	NA
DPOGS214855	DPOGS120214	FALSE	FALSE	TRUE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_20214	Msex2.03218	FBgn0051457
DPOGS214857	DPOGS120204	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA
DPOGS214869	DPOGS112755	FALSE	TRUE	TRUE	Uncharacterized protein	1	Msex2.01704	NA	hypothetical protein KGM_12755	NA	FBgn0085488
DPOGS214875	DPOGS113456	TRUE	TRUE	TRUE	Uncharacterized protein	1	Msex2.01716	NA	hypothetical protein KGM_13456	NA	NA
DPOGS214906	DPOGS115067	FALSE	TRUE	TRUE	Uncharacterized protein	NA	NA	NA	serine protease 1	Msex2.12378	FBgn0010425
DPOGS214915	DPOGS106807	FALSE	FALSE	TRUE	Chitinase	NA	NA	NA	chitinase	Msex2.10627	FBgn0034580
DPOGS214956	DPOGS100081	TRUE	TRUE	TRUE	Uncharacterized protein	1	Msex2.12565	NA	hypothetical protein KGM_00081	NA	FBgn0083946
DPOGS215043	DPOGS106279	TRUE	TRUE	TRUE	Uncharacterized protein	1	Msex2.03557	NA	hypothetical protein KGM_06279	NA	NA
DPOGS215059	DPOGS122454	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA
DPOGS215153	DPOGS101090	FALSE	TRUE	TRUE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_01090	Msex2.10274	FBgn0262511
DPOGS215229	DPOGS119582	FALSE	TRUE	FALSE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_19582	Msex2.10575	FBgn0053299
DPOGS215231	DPOGS119585	FALSE	TRUE	TRUE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_19585	Msex2.10577	NA
DPOGS215239	DPOGS116621	FALSE	TRUE	TRUE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_16621	Msex2.00721	FBgn0250823
DPOGS215291	DPOGS109336	FALSE	TRUE	TRUE	Uncharacterized protein	1	Msex2.11666	FBgn0037138	hypothetical protein KGM_09336	NA	NA
DPOGS215321	DPOGS106201	FALSE	TRUE	TRUE	Uncharacterized protein	1	Msex2.13383	NA	hypothetical protein KGM_06201	NA	NA
DPOGS215346	DPOGS109364	TRUE	TRUE	TRUE	Uncharacterized protein	1	Msex2.12043	NA	hypothetical protein KGM_09364	NA	FBgn0038595
DPOGS215363	DPOGS121101	FALSE	TRUE	FALSE	Putative zinc finger protein RTS2	NA	NA	NA	zinc finger protein rts2	Msex2.10451	FBgn0024887
DPOGS215381	DPOGS120228	FALSE	TRUE	TRUE	Uncharacterized protein	NA	NA	FBgn0038000	hypothetical protein KGM_20228	Msex2.07296	NA
DPOGS215382	DPOGS109928	FALSE	TRUE	TRUE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_09928	Msex2.07295	NA
DPOGS215419	DPOGS108902	TRUE	TRUE	FALSE	Putative fibrillin 2	1	Msex2.12009	NA	fibrillin 2	NA	FBgn0053196
DPOGS215420	DPOGS109376	FALSE	TRUE	TRUE	Uncharacterized protein	0.166	Msex2.12008	FBgn0034497	mitochondrial inorganic phosphate carrier	NA	NA
DPOGS215437	DPOGS121695	FALSE	TRUE	FALSE	NA	NA	NA	NA	pyrroline-5-carboxylate reductase-like isoform x2	Msex2.04589	FBgn0038516
DPOGS215440	DPOGS100513	TRUE	TRUE	TRUE	"Tubulin, beta 2C"	NA	NA	NA	beta 2c	NA	NA
DPOGS215443	DPOGS121699	TRUE	TRUE	TRUE	Heat shock protein 20.4	NA	NA	NA	heat shock protein	Msex2.01819	FBgn0011296
DPOGS215462	DPOGS107247	FALSE	FALSE	TRUE	Uncharacterized protein	NA	NA	NA	class d atypical g-protein coupled receptor gprfz3	Msex2.07723	FBgn0027342
DPOGS215474	DPOGS107841	TRUE	TRUE	TRUE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_07841	Msex2.04446	FBgn0002578
DPOGS215496	DPOGS109503	FALSE	TRUE	TRUE	Superoxide dismutase (EC 1.15.1.1)	1	Msex2.03430	FBgn0010213	mitochondrial mn superoxide dismutase	NA	NA
DPOGS215520	DPOGS119266	TRUE	TRUE	TRUE	NA	0.333	Msex2.11051	FBgn0019957	nadh dehydrogenase	NA	NA
DPOGS215524	DPOGS119268	FALSE	TRUE	TRUE	Glutathione synthetase	NA	NA	NA	glutathione synthetase	Msex2.12876	FBgn0052495
DPOGS215528	DPOGS121417	TRUE	TRUE	TRUE	Putative pacifastin-related serine protease inhibitor	NA	NA	NA	pacifastin-related serine protease inhibitor	Msex2.11049	NA
DPOGS215529	DPOGS121420	TRUE	TRUE	TRUE	Pacifastin-related serine protease inhibitor	NA	NA	NA	pacifastin-related serine protease inhibitor precursor	Msex2.11046	NA
DPOGS215532	DPOGS112019	TRUE	TRUE	TRUE	Uncharacterized protein	1	Msex2.11194	NA	hypothetical protein KGM_12019	NA	NA
DPOGS215533	DPOGS101989	FALSE	TRUE	TRUE	Uncharacterized protein	NA	NA	FBgn0037239	hypothetical protein KGM_01989	Msex2.04075	NA
DPOGS215548	DPOGS118706	TRUE	TRUE	TRUE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_18706	Msex2.04936	FBgn0039494
DPOGS215549	DPOGS111364	TRUE	TRUE	TRUE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_11364	Msex2.04935	FBgn0051220
DPOGS215557	DPOGS101992	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA
DPOGS215558	DPOGS101993	FALSE	TRUE	TRUE	Uncharacterized protein	1	Msex2.11193	FBgn0038922	hypothetical protein KGM_01993	NA	NA
DPOGS215576	DPOGS111783	TRUE	TRUE	TRUE	Uncharacterized protein	NA	NA	NA	PREDICTED: uncharacterized protein LOC101743882	Msex2.00376	FBgn0052227
DPOGS215594	NA	TRUE	TRUE	TRUE	NA	1	Msex2.04407	NA	adenylate kinase 7-like	NA	NA
DPOGS215614	DPOGS108121	TRUE	TRUE	TRUE	Uncharacterized protein	1	Msex2.06991	FBgn0028997	hypothetical protein KGM_08121	NA	NA
DPOGS215635	DPOGS115248	TRUE	TRUE	TRUE	Putative mitochondrial import receptor subunit tom40 isoform 1	1	Msex2.05475	NA	mitochondrial import receptor subunit tom40 isoform 1	NA	FBgn0016041
DPOGS215640	DPOGS117251	FALSE	FALSE	TRUE	Putative hedgehog receptor	NA	NA	NA	hedgehog receptor	Msex2.05464	FBgn0003892
DPOGS215645	DPOGS117653	TRUE	TRUE	TRUE	Cytochrome b-c1 complex subunit 7	1	Msex2.05459	FBgn0039576	ubiquinol-cytochrome c reductase complex 14kd subunit	NA	NA
DPOGS215665	DPOGS119998	TRUE	TRUE	TRUE	NADH dehydrogenase 1 alpha subcomplex subunit 5	1	Msex2.09631	FBgn0047038	nadh dehydrogenase 1 alpha subcomplex subunit 5	NA	NA
DPOGS215669	DPOGS115352	FALSE	FALSE	TRUE	Trypsin	NA	NA	NA	trypsin	Msex2.10710	FBgn0031619
DPOGS215671	DPOGS115353	FALSE	FALSE	TRUE	Trypsin CFT-1	NA	NA	NA	trypsin cft-1	Msex2.10710	FBgn0015316
DPOGS215677	DPOGS117560	TRUE	TRUE	TRUE	Uncharacterized protein	1	Msex2.03763	NA	hypothetical protein KGM_17560	NA	FBgn0031240
DPOGS215705	DPOGS103453	TRUE	TRUE	TRUE	Putative armadillo repeat containing 3	1	Msex2.00940	NA	armadillo repeat containing 3	NA	FBgn0033794
DPOGS215717	DPOGS100985	FALSE	TRUE	FALSE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_00985	NA	NA
DPOGS215720	DPOGS100986	TRUE	TRUE	TRUE	Arginine kinase	1	Msex2.00929	FBgn0000116	arginine kinase	NA	NA
DPOGS215731	DPOGS118723	TRUE	FALSE	FALSE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_18723	Msex2.03734	FBgn0034572
DPOGS215734	NA	FALSE	TRUE	FALSE	NA	0.166	Msex2.03741	FBgn0000557	elongation factor 1-alpha	NA	FBgn0000556
DPOGS215737	DPOGS119989	TRUE	TRUE	TRUE	Uncharacterized protein	1	Msex2.03745	NA	hypothetical protein KGM_19989	NA	FBgn0028540
DPOGS215741	DPOGS104791	FALSE	FALSE	TRUE	Putative zinc finger protein	1	Msex2.03749	NA	zinc finger protein	NA	FBgn0086442
DPOGS215757	DPOGS119992	FALSE	TRUE	TRUE	Uncharacterized protein	1	Msex2.09628	FBgn0001989	hypothetical protein KGM_19992	NA	NA
DPOGS215766	DPOGS117658	TRUE	TRUE	TRUE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_17658	Msex2.05458	NA
DPOGS215800	DPOGS108145	TRUE	TRUE	TRUE	Uncharacterized protein	1	Msex2.06992	NA	hypothetical protein KGM_08145	NA	NA
DPOGS215818	DPOGS103061	TRUE	TRUE	TRUE	Pyruvate kinase (EC 2.7.1.40)	NA	NA	NA	pyruvate kinase 2	NA	FBgn0003178
DPOGS215829	DPOGS103722	FALSE	FALSE	TRUE	Putative cullin 3	0.333	Msex2.08471	FBgn0261268	Cullin-3	NA	NA
DPOGS215844	DPOGS103045	FALSE	TRUE	TRUE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_03045	Msex2.06521	NA
DPOGS215883	DPOGS119324	FALSE	FALSE	TRUE	Cuticular protein RR-2 motif 87	NA	NA	NA	hypothetical protein KGM_07714	Msex2.11253	FBgn0030992
DPOGS215921	DPOGS112130	TRUE	TRUE	TRUE	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	1	Msex2.03083	FBgn0036762	dihydrolipoamide dehydrogenase	NA	NA
DPOGS215965	DPOGS113304	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
DPOGS215990	DPOGS105068	TRUE	TRUE	TRUE	Uncharacterized protein	0.333	Msex2.04573	NA	hypothetical protein KGM_05068	NA	FBgn0030725
DPOGS215991	DPOGS111922	FALSE	TRUE	TRUE	Uncharacterized protein	1	Msex2.04574	NA	hypothetical protein KGM_11922	NA	FBgn0032010
DPOGS216010	DPOGS121468	FALSE	FALSE	TRUE	Uncharacterized protein	NA	NA	FBgn0051391	hypothetical protein KGM_21468	Msex2.10502	FBgn0037826
DPOGS216029	DPOGS112547	FALSE	TRUE	TRUE	Cytochrome c	1	Msex2.01656	NA	cytochrome c	NA	FBgn0000409
DPOGS216053	DPOGS111694	FALSE	TRUE	FALSE	Moderately methionine rich storage protein	NA	NA	FBgn0002563	moderately methionine rich storage protein	Msex2.01694	NA
DPOGS216054	DPOGS100099	FALSE	TRUE	FALSE	Moderately methionine rich storage protein	NA	NA	NA	moderately methionine rich storage protein	Msex2.01694	NA
DPOGS216069	DPOGS112065	FALSE	FALSE	TRUE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_12065	Msex2.01667	FBgn0034490
DPOGS216075	DPOGS100556	TRUE	TRUE	TRUE	Putative zinc binding dehydrogenase	NA	NA	FBgn0033883	zinc binding dehydrogenase	Msex2.01662	NA
DPOGS216077	DPOGS100558	FALSE	TRUE	TRUE	UBX domain-containing protein 8	NA	NA	NA	ubx domain-containing protein 8	Msex2.01660	FBgn0025608
DPOGS216156	DPOGS104301	FALSE	TRUE	TRUE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_04301	Msex2.14366	FBgn0051644
DPOGS216169	DPOGS108402	FALSE	FALSE	TRUE	Dynein light chain roadblock-type 1	1	Msex2.07215	NA	dynein light chain roadblock-type 1	NA	FBgn0024196
DPOGS216201	DPOGS113458	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA
DPOGS216210	DPOGS114900	TRUE	FALSE	FALSE	Uncharacterized protein	NA	NA	NA	hypothetical protein KGM_14900	Msex2.01802	NA
